,CITY_NAME,ALT_CITY_NAMES,COUNTRY_NAME,COUNTRY_ISO,COUNTRY_ALT_NAME,COUNTRY_ALT_ISO,REGION_L1,REGION_L2,BBX_YMIN,BBX_XMIN,BBX_YMAX,BBX_XMAX,CENTRE_Y,CENTRE_X,POPULATION,BUILT_UP_KM2,QA_FLAG,UTC_TIMESHIFT,CITY-NAME_ISO
244,darjeeling,Darjeeling,India,ind,India,IND,Asia,South-Central Asia,27.0190306982,88.237345711,27.069746623,88.2752813137,27.0424665228,88.2560860559,579527.623779,0.418224006891,1,5.5,darjeeling_ind
245,datong,Datong; Pingcheng; Yungang,China,chn,China,CHN,Asia,Eastern Asia,39.9785372895,113.109348299,40.1664884333,113.399570969,40.0610243665,113.256365858,1501062.305,79.9866409302,1,8.0,datong_chn
246,davanagere,Davanagere,India,ind,India,IND,Asia,South-Central Asia,14.4139927008,75.8798360784,14.495871006,75.9578027121,14.4569773742,75.9242313337,610123.743332,11.0147342682,1,5.5,davanagere_ind
247,davao-city,Davao City,Philippines,phl,Philippines,PHL,Asia,South-Eastern Asia,7.04307988062,125.572469545,7.25398901701,125.68092466,7.12939735749,125.63071487,821533.099609,17.3724517822,1,8.0,davao-city_phl
248,dazhou,Dazhou,China,chn,China,CHN,Asia,Eastern Asia,31.1571304519,107.423565607,31.2429605546,107.539570848,31.2055114501,107.484808449,525961.921932,13.5492219925,1,8.0,dazhou_chn
249,deesa,Deesa,India,ind,India,IND,Asia,South-Central Asia,24.23405915,72.1626786781,24.2759489418,72.21083261,24.2544448603,72.1855666651,505031.489502,2.78743720055,1,5.5,deesa_ind
250,dehradun,Dehradun,India,ind,India,IND,Asia,South-Central Asia,30.257665118,77.9700668516,30.3774115844,78.1078775622,30.3106003888,78.0387513052,1071076.17104,29.1780433655,1,5.5,dehradun_ind
251,delhi,Delhi; Gurugram; Ghaziabad; New Delhi; Faridabád; Noida,India,ind,India,IND,Asia,South-Central Asia,28.2980789041,76.8659907186,29.080211869,77.7179273745,28.6287744312,77.203261718,26658713.5982,1212.72961426,1,5.5,delhi_ind
252,denizli,Denizli,Turkey,tur,Turkey,TUR,Asia,Western Asia,37.7289060249,28.9946108968,37.8438594168,29.168472304,37.7846599645,29.0736309532,537507.255745,32.1226997375,1,2.0,denizli_tur
253,denpasar,Denpasar,Indonesia,idn,Indonesia,IDN,Asia,South-Eastern Asia,-8.83709173394,115.123658998,-8.48779003586,115.364162074,-8.65239305302,115.229588213,1878235.76388,127.244606018,1,7.0,denpasar_idn
254,denver,Denver; Aurora; Centennial; Edgewater,United States,usa,United States,USA,Northern America,Northern America,39.5139629874,-105.244699239,39.9606472883,-104.667141453,39.7283739251,-104.980387719,2229499.8636,1011.9498291,1,-7.0,denver_usa
255,deoria,Deoria,India,ind,India,IND,Asia,South-Central Asia,26.4701600034,83.7533464252,26.5376592699,83.8105998463,26.5026096962,83.7816497004,717233.265503,5.79573106766,1,5.5,deoria_ind
256,detroit,Detroit; Windsor; Warren; Dearborn,United States,usa,United States;Canada,USA; CAN,Northern America,Northern America,42.0751073563,-83.5674288646,42.7008930312,-82.683390671,42.4381271853,-83.1520661232,3288131.60272,1824.81774902,1,-5.0,detroit_usa
257,dezhou,Dezhou,China,chn,China,CHN,Asia,Eastern Asia,37.37562161,116.207494595,37.5256907002,116.405935667,37.4514827503,116.317857759,532920.586273,96.5715942383,1,8.0,dezhou_chn
258,dhaka,Dhaka; Dhamrai; Narayanganj; Munshiganj,Bangladesh,bgd,Bangladesh,BGD,Asia,South-Central Asia,23.4224199434,90.0042934143,24.3513638031,90.7954703957,23.8070521417,90.4016634474,23942350.0273,867.489440918,1,6.0,dhaka_bgd
259,dhanbad,Dhanbad,India,ind,India,IND,Asia,South-Central Asia,23.6732367769,86.0993719998,23.8572853695,86.65393119,23.779712492,86.3630740045,2087166.55698,70.4971618652,1,5.5,dhanbad_ind
260,dharwad,Dharwad,India,ind,India,IND,Asia,South-Central Asia,15.3891094417,74.962262988,15.4793326612,75.0839542345,15.4427703828,75.0155121356,885718.807373,5.63297176361,1,5.5,dharwad_ind
261,dhule,Dhule,India,ind,India,IND,Asia,South-Central Asia,20.8325000056,74.7306928371,20.9404053392,74.8033954144,20.894430225,74.7683792082,617504.777466,20.0848121643,1,5.5,dhule_ind
262,dimapur,Dimapur,India,ind,India,IND,Asia,South-Central Asia,25.8296589494,93.6815122021,25.9391240944,93.7968956669,25.8871604969,93.7417629965,500249.740829,16.1182384491,1,5.5,dimapur_ind
263,dindigul,Dindigul,India,ind,India,IND,Asia,South-Central Asia,10.3332739734,77.9419432975,10.390245255,78.0200067196,10.3650586205,77.9781260865,558396.223801,6.70129013062,1,5.5,dindigul_ind
264,diyarbakir,Diyarbakir,Turkey,tur,Turkey,TUR,Asia,Western Asia,37.8880901562,40.1248461302,37.9765815735,40.2550319582,37.9314745019,40.1992115659,536793.861691,21.3468990326,1,2.0,diyarbakir_tur
265,dnipro,Dnipro,Ukraine,ukr,Ukraine,UKR,Europe,Eastern Europe,48.363173446,34.8562653533,48.5614127644,35.2213301094,48.4593433931,35.0324004957,903205.239512,184.947891235,1,2.0,dnipro_ukr
266,doha,Doha; Al Rayyan,Qatar,qat,Qatar,QAT,Asia,Western Asia,25.1484639284,51.3549903852,25.4258110634,51.5951497778,25.2813791442,51.4669162911,1556519.51177,254.458679199,1,3.0,doha_qat
267,donetsk,Donetsk; Makiivka,Ukraine,ukr,Ukraine,UKR,Europe,Eastern Europe,47.9205237979,37.649240304,48.0992972797,38.0431537272,48.0113862374,37.8452088797,996285.784212,212.19190979,1,2.0,donetsk_ukr
268,dong-ying-qu,东营区,China,chn,China,CHN,Asia,Eastern Asia,37.3844460776,118.395457609,37.5433533291,118.596788744,37.459275078,118.500374001,508024.53001,68.4770278931,1,8.0,dong-ying-qu_chn
269,dortmund,Dortmund; Essen; Duisburg; Bochum; Gelsenkirchen; Krefeld; Oberhausen; Mülheim an der Ruhr; Herne; Bottrop; Recklinghausen; Moers,Germany,deu,Germany,DEU,Europe,Western Europe,51.2910998602,6.47707156514,51.6388559892,7.71750720086,51.4888243357,7.06815874092,3443652.88488,802.928833008,1,1.0,dortmund_deu
270,douala,Douala,Cameroon,cmr,Cameroon,CMR,Africa,Middle Africa,3.97226983227,9.59377038419,4.11798724977,9.81368890858,4.05441534531,9.7234822908,2965132.81595,83.560218811,1,1.0,douala_cmr
271,dresden,Dresden,Germany,deu,Germany,DEU,Europe,Western Europe,50.9635517869,13.5605606645,51.1368530002,13.8917138633,51.055635642,13.73742967,513723.14798,97.8073272705,1,1.0,dresden_deu
272,dubai,Dubai; Sharjah; Ajman,United Arab Emirates,are,United Arab Emirates,ARE,Asia,Western Asia,24.9385118528,55.0304729174,25.4426277412,55.555262134,25.2212609943,55.3301765951,4909470.56917,288.958007812,1,4.0,dubai_are
273,dublin,Dublin,Ireland,irl,Ireland,IRL,Europe,Northern Europe,53.225995977,-6.47536831304,53.4222086116,-6.06787519063,53.3273311679,-6.26172818801,1004262.74495,174.92791748,1,0.0,dublin_irl
274,duhok,Duhok,Iraq,irq,Iraq,IRQ,Asia,Western Asia,36.8292598011,42.7829816492,36.8908719261,43.0694236796,36.8576938477,42.9377864049,589945.982605,34.8224334717,1,3.0,duhok_irq
275,durango,Durango,Mexico,mex,Mexico,MEX,Latin America and the Caribbean,Central America,23.9828299986,-104.720194734,24.0749256145,-104.570347268,24.0282306466,-104.649275744,573877.949764,59.1206741333,1,-6.0,durango_mex
276,durban,Durban,South Africa,zaf,South Africa,ZAF,Africa,Southern Africa,-30.1037864263,30.7530221693,-29.6170983375,31.0987955219,-29.7878037469,31.0123521838,2867061.59693,329.124389648,1,2.0,durban_zaf
277,durg,Durg; Bhilai,India,ind,India,IND,Asia,South-Central Asia,21.1396931437,81.257407489,21.264299799,81.4695599872,21.1981464822,81.3594440959,1154995.6891,62.378112793,1,5.5,durg_ind
278,dushanbe,Dushanbe,Tajikistan,tjk,Tajikistan,TJK,Asia,South-Central Asia,38.4551313751,68.6901009387,38.6060317064,68.9162497028,38.5427722662,68.7769307178,1063670.44687,92.8500976562,1,5.0,dushanbe_tjk
279,dusseldorf,Dusseldorf; Neuss,Germany,deu,Germany,DEU,Europe,Western Europe,51.1272188804,6.58876952053,51.3200423682,6.91557334793,51.2207360235,6.77436915471,744019.83963,136.396636963,1,1.0,dusseldorf_deu
280,edmonton,Edmonton; Sherwood Park; St. Albert,Canada,can,Canada,CAN,Northern America,Northern America,53.4222086116,-113.703022601,53.667942718,-113.231082894,53.5420013147,-113.485576611,975000.709702,333.364044189,1,-7.0,edmonton_can
281,el-alto,El Alto; La Paz,Bolivia,bol,Bolivia,BOL,Latin America and the Caribbean,South America,-16.628974049,-68.2883877548,-16.4399288681,-68.0226421665,-16.5202132702,-68.1633866072,1699529.36562,128.234558105,1,-4.0,el-alto_bol
282,el-mahalla-el-kubra,El Mahalla El Kubra,Egypt,egy,Egypt,EGY,Africa,Northern Africa,30.9255355237,31.1201775595,31.0198633187,31.2738032597,30.9656789986,31.1890243444,835071.974823,30.5400180817,1,2.0,el-mahalla-el-kubra_egy
283,enugu,Enugu,Nigeria,nga,Nigeria,NGA,Africa,Western Africa,6.35381958062,7.39193061363,6.53218089887,7.56294922931,6.4382455991,7.4851009753,977850.803873,42.0625572205,1,1.0,enugu_nga
284,erbil,Erbil,Iraq,irq,Iraq,IRQ,Asia,Western Asia,36.1088919359,43.9062597432,36.2755831297,44.1609964185,36.1775157904,44.036584646,1246462.00047,91.8512191772,1,3.0,erbil_irq
285,erode,Erode,India,ind,India,IND,Asia,South-Central Asia,11.294193277,77.6266839759,11.4979323914,77.8144772343,11.3794582374,77.7108538918,1165506.03876,56.8901138306,1,5.5,erode_ind
286,eskisehir,Eskisehir,Turkey,tur,Turkey,TUR,Asia,Western Asia,39.7193031704,30.4358833217,39.8086528713,30.6869366447,39.7647171767,30.5443983318,528380.355164,61.8244895935,1,2.0,eskisehir_tur
287,etah,Etah,India,ind,India,IND,Asia,South-Central Asia,27.5435177611,78.6287923285,27.6027933312,78.7008215286,27.5643333941,78.6582045458,577093.212646,4.66824293137,1,5.5,etah_ind
288,etawah,Etawah,India,ind,India,IND,Asia,South-Central Asia,26.7318037735,78.939491967,26.8584874286,79.0779038535,26.7982391852,79.008210312,579039.819839,12.18009758,1,5.5,etawah_ind
289,ettumanoor,Ettumanoor; Kurishummoodu; Kottayam; Changanassery; Thiruvalla; Manarcad,India,ind,India,IND,Asia,South-Central Asia,9.3572189352,76.4817370641,9.70684567113,76.6426496993,9.51960672822,76.5508316638,1044045.44907,40.0818748474,1,5.5,ettumanoor_ind
290,evaton,Evaton; Sebokeng; Johandeo AH,South Africa,zaf,South Africa,ZAF,Africa,Southern Africa,-26.6136139589,27.8012077896,-26.4448516531,27.9073490926,-26.5304164403,27.8489446774,628265.495736,22.5511417389,1,2.0,evaton_zaf
291,faisalabad,Faisalabad,Pakistan,pak,Pakistan,PAK,Asia,South-Central Asia,31.3116458587,72.9193761077,31.5264097146,73.3032613489,31.4139739204,73.1111296985,3563007.33365,146.254302979,1,5.0,faisalabad_pak
292,faiyum,Faiyum,Egypt,egy,Egypt,EGY,Africa,Northern Africa,29.2505361997,30.6577654322,29.514751484,30.9414472295,29.3930961318,30.7875383348,1369514.09801,56.226360321,1,2.0,faiyum_egy
293,faizabad,Faizabad,India,ind,India,IND,Asia,South-Central Asia,26.723360102,81.9605530296,26.8246998719,82.2488462417,26.7703172742,82.1375037354,1825357.25041,11.6526174545,1,5.5,faizabad_ind
294,fancheng,Fancheng; Xiangcheng; Xiangzhou,China,chn,China,CHN,Asia,Eastern Asia,31.990939298,111.989138117,32.1804461733,112.242779869,32.0716875914,112.135011851,1067521.07576,90.6993865967,1,8.0,fancheng_chn
295,farrukhabad,Farrukhabad,India,ind,India,IND,Asia,South-Central Asia,27.3488403265,79.5493863182,27.4080762022,79.6492169464,27.3810894788,79.6053906644,1013701.88708,7.17926645279,1,5.5,farrukhabad_ind
296,fatehpur,Fatehpur,India,ind,India,IND,Asia,South-Central Asia,25.8970175564,80.7702905558,25.9643907589,80.8628087186,25.9293789308,80.8160798104,967303.066193,6.08986759186,1,5.5,fatehpur_ind
297,feira-de-santana,Feira de Santana,Brazil,bra,Brazil,BRA,Latin America and the Caribbean,South America,-12.3134631955,-39.0025357802,-12.1992320517,-38.9072826061,-12.2525640994,-38.957279208,519584.406967,36.9256248474,1,-3.0,feira-de-santana_bra
298,fez,Fez,Morocco,mar,Morocco,MAR,Africa,Northern Africa,33.9449633934,-5.07799638012,34.0752421631,-4.93321449749,34.0198548729,-5.00868359948,1193826.34142,48.5333709717,1,1.0,fez_mar
299,firozabad,Firozabad,India,ind,India,IND,Asia,South-Central Asia,27.1289262009,78.3397907243,27.2134890679,78.4718608721,27.1646198586,78.4004955191,822860.986392,17.9687347412,1,5.5,firozabad_ind
300,florianopolis,Florianópolis; São José; Palhoça,Brazil,bra,Brazil,BRA,Latin America and the Caribbean,South America,-27.6874938122,-48.7209191765,-27.4842543118,-48.4871901927,-27.5951919125,-48.6171530551,641126.934112,69.7133560181,1,-3.0,florianopolis_bra
301,fortaleza,Fortaleza; Caucaia; Maracanaú,Brazil,bra,Brazil,BRA,Latin America and the Caribbean,South America,-3.90750972131,-38.6749472138,-3.68895829958,-38.4449363662,-3.7857473475,-38.5603029631,3204985.58122,239.604675293,1,-3.0,fortaleza_bra
302,frankfurt-am-main,Frankfurt am Main; Offenbach am Main,Germany,deu,Germany,DEU,Europe,Western Europe,50.0432462125,8.42199755439,50.2057375489,8.98147256486,50.1206305984,8.68166423672,958696.387731,166.484375,1,1.0,frankfurt-am-main_deu
303,freetown,Freetown,Sierra Leone,sle,Sierra Leone,SLE,Africa,Western Africa,8.37409039179,-13.3009990714,8.50403389024,-13.087481866,8.47154657581,-13.1942404687,1190401.34467,47.0501060486,1,-1.0,freetown_sle
304,fresno,Fresno,United States,usa,United States,USA,Northern America,Northern America,36.6621206826,-119.930389685,36.8996751826,-119.635399944,36.7875766227,-119.770509455,652855.973336,280.817962646,1,-8.0,fresno_usa
305,fukuoka,Fukuoka; Kasuga; Chikushino; Ōnojō; Itoshima; Munakata; Dazaifu; Fukutsu; Koga,Japan,jpn,Japan,JPN,Asia,Eastern Asia,33.4245949087,130.173932787,33.8234376427,130.606876377,33.6020236096,130.428287509,2121623.60455,300.350891113,1,9.0,fukuoka_jpn
306,fushun,Fushun; Shuncheng; 抚顺县; Dongzhou; Xinfu; Wanghua,China,chn,China,CHN,Asia,Eastern Asia,41.7947084049,123.677981616,41.9212832015,124.056333436,41.8589104491,123.877857758,1080132.62082,122.263641357,1,8.0,fushun_chn
307,fuxin,Fuxin; Fuxin,China,chn,China,CHN,Asia,Eastern Asia,41.9122390395,121.538298935,42.1113214853,121.810317218,41.99939175,121.660174865,677455.287338,65.6694488525,1,8.0,fuxin_chn
308,fuyang,Fuyang; Yingzhou; Yingdong; Yingquan,China,chn,China,CHN,Asia,Eastern Asia,32.8362611214,115.742380107,32.9659131128,115.909139851,32.8990037438,115.815959678,577793.313477,48.8753929138,1,8.0,fuyang_chn
309,fuzhou,Fuzhou; Jin'an; Gulou; Taijiang; Cangshan,China,chn,China,CHN,Asia,Eastern Asia,25.9728134379,119.146583695,26.1581704639,119.445189731,26.0608232683,119.29274146,3038500.74631,168.89352417,1,8.0,fuzhou_chn
310,ganzhou,Ganzhou; 赣县区; 赣州经济技术开发区; 章贡区,China,chn,China,CHN,Asia,Eastern Asia,25.8044032247,114.823916851,25.9138594868,115.035938361,25.8543646155,114.93883531,701647.485214,54.1777915955,1,8.0,ganzhou_chn
311,garoua,Garoua,Cameroon,cmr,Cameroon,CMR,Africa,Middle Africa,9.28405843971,13.3388120862,9.37347762147,13.4512075205,9.3250355899,13.3924422242,1094636.59741,16.6627445221,1,1.0,garoua_cmr
312,garut,Garut; Tarogong,Indonesia,idn,Indonesia,IDN,Asia,South-Eastern Asia,-7.28643990714,107.7741544,-7.05119108431,108.027681216,-7.18844329806,107.917018272,1412270.76701,35.8019599915,1,7.0,garut_idn
313,gaya,Gaya,India,ind,India,IND,Asia,South-Central Asia,24.7538663975,84.9373158977,24.8461760429,85.0822724247,24.7970935604,85.0122306645,761321.618057,14.6455116272,1,5.5,gaya_ind
314,gaza,Gaza; Khan Yunis; Rafah,Palestina,pse,Palestina;Egypt,PSE; EGY,Asia,Western Asia,31.2429605546,34.2237532466,31.5693848311,34.5486462929,31.4097801956,34.37342834,1706220.41409,112.531349182,1,2.0,gaza_pse
315,gaziantep,Gaziantep,Turkey,tur,Turkey,TUR,Asia,Western Asia,36.9789216783,37.2993251171,37.1110681483,37.4593884588,37.0501551262,37.3827253196,1324139.60293,58.3310585022,1,2.0,gaziantep_tur
316,gdansk,Gdansk; Gdynia; Sopot,Poland,pol,Poland,POL,Europe,Eastern Europe,54.2994378575,18.420719077,54.5669130278,18.7587889454,54.4204967295,18.5868244958,603019.642987,94.3525543213,1,1.0,gdansk_pol
317,genoa,Genoa,Italy,ita,Italy,ITA,Europe,Southern Europe,44.3722084973,8.7350417169,44.4732280125,9.08824245573,44.4184187958,8.91725652168,542961.281874,51.5359230042,1,1.0,genoa_ita
318,george-town,George Town,Malaysia,mys,Malaysia,MYS,Asia,South-Eastern Asia,5.2679235178,100.219502199,5.4866601595,100.35430316,5.37212722063,100.289753465,714446.878065,65.1262588501,1,8.0,george-town_mys
319,ghazipur,Ghazipur,India,ind,India,IND,Asia,South-Central Asia,25.5435465582,83.5243132016,25.6192568334,83.6099706971,25.5853719007,83.5624983072,556749.586933,5.62462997437,1,5.5,ghazipur_ind
320,girga,Girga; العسيرات; Al-Manshah,Egypt,egy,Egypt,EGY,Africa,Northern Africa,26.2846143079,31.7150253748,26.5376592699,31.9220041652,26.4039831202,31.8203056135,873424.894509,25.8872623444,1,2.0,girga_egy
321,giridih,Giridih,India,ind,India,IND,Asia,South-Central Asia,24.1335449989,86.2480298316,24.2173047005,86.3607102108,24.1749196809,86.3059294846,554871.617065,4.84800481796,1,5.5,giridih_ind
322,glasgow,Glasgow,United Kingdom,gbr,United Kingdom,GBR,Europe,Northern Europe,55.7636131496,-4.53942899473,55.9543122963,-4.0961811157,55.8561887074,-4.30185594714,948354.924604,174.159545898,1,0.0,glasgow_gbr
323,goiania,Goiânia; Aparecida de Goiânia,Brazil,bra,Brazil,BRA,Latin America and the Caribbean,South America,-16.8427629964,-49.385484132,-16.5714310709,-49.1353967784,-16.7115330662,-49.2801586576,1877864.81647,264.154815674,1,-3.0,goiania_bra
324,goma,Goma; Gisenyi,Democratic Republic of the Congo,cod,Democratic Republic of the Congo;Rwanda,COD; RWA,Africa,Middle Africa,-1.70659697328,29.1625152012,-1.60952924639,29.3126678023,-1.66642762609,29.2385383096,820570.09779,26.0454292297,1,2.0,goma_cod
325,gonda,Gonda,India,ind,India,IND,Asia,South-Central Asia,27.1035620722,81.9209836676,27.171204598,81.9968805825,27.1381103025,81.9623277251,1066419.19751,2.83853530884,1,5.5,gonda_ind
326,gorakhpur,Gorakhpur,India,ind,India,IND,Asia,South-Central Asia,26.7064734716,83.1622753519,26.8246998719,83.4619206626,26.7526176986,83.3418277504,2043654.75786,43.2195777893,1,5.5,gorakhpur_ind
327,guadalajara,Guadalajara; Zapopan; Tlaquepaque; Tonalá,Mexico,mex,Mexico,MEX,Latin America and the Caribbean,Central America,20.4757911177,-103.489731991,20.7827074847,-103.202138041,20.6376130383,-103.35913857,4530296.31443,350.957977295,1,-6.0,guadalajara_mex
328,guangzhou,Guangzhou; Shenzhen; Dongguan; Foshan; Jiangmen; Futian; Baoan; Pānyú; Shunde; Haizhu; Tianhe; Huangpu; Longgang; Luohu; Liwan; Yuexiu; Baiyun; Nanshan; Pingshan; Longhua; Guangming; 黄埔区; 高明区; 南海区; 禅城区; Xinhui; 蓬江区; 江海区,China,chn,China,CHN,Asia,Eastern Asia,22.4459390402,112.763608173,23.3806347721,114.408641273,22.633534493,113.997382998,40589878.1018,2771.37182617,1,8.0,guangzhou_chn
329,guatemala-city,Guatemala City; Villa Nueva City; Mixco,Guatemala,gtm,Guatemala,GTM,Latin America and the Caribbean,Central America,14.4385549829,-90.652653401,14.717000367,-90.4113866292,14.5992713375,-90.5473957257,2674360.83626,185.343276978,1,-6.0,guatemala-city_gtm
330,guayaquil,Guayaquil; Durán,Ecuador,ecu,Ecuador,ECU,Latin America and the Caribbean,South America,-2.28904649992,-80.0279420292,-2.04634950247,-79.7873111685,-2.16429623198,-79.9120413729,2739452.60995,139.745178223,1,-5.0,guayaquil_ecu
331,guilin,Guilin; Lingui; Xiufeng; Qixing; Lingchuan; Diecai; Xiangshan,China,chn,China,CHN,Asia,Eastern Asia,25.1988727939,110.129810923,25.4342192909,110.354630276,25.2854409959,110.263249921,1069415.28948,91.1657333374,1,8.0,guilin_chn
332,guiyang,Guiyang; Yunyan; 乌当区; 南明区; 白云区,China,chn,China,CHN,Asia,Eastern Asia,26.4701600034,106.529114173,26.7318037735,106.83947738,26.5987893916,106.682087072,2531220.07806,113.74168396,1,8.0,guiyang_chn
333,gujranwala,Gujranwala,Pakistan,pak,Pakistan,PAK,Asia,South-Central Asia,31.9220644003,74.0769629523,32.2752554117,74.278992251,32.1324567655,74.1849970589,2788655.2925,81.7575912476,1,5.0,gujranwala_pak
334,gujrat,Gujrat,Pakistan,pak,Pakistan,PAK,Asia,South-Central Asia,32.5081279716,74.0050477495,32.6203329138,74.120421919,32.5719919833,74.0675441247,622644.009949,22.5074043274,1,5.0,gujrat_pak
335,guntur,Guntur,India,ind,India,IND,Asia,South-Central Asia,16.2673837553,80.3046330183,16.3495408364,80.4786076279,16.3061689062,80.4040037149,847237.780373,29.3449840546,1,5.5,guntur_ind
336,guruvayur,Guruvayur; Chavakkad; Chavakkad; Kunnamkulam; Tirur; Vattathani; Koottumuchi; Puthentheru; Tanur; Chettippadi; Ponnani,India,ind,India,IND,Asia,South-Central Asia,10.5123399843,75.8289091277,11.0986557899,76.1835563232,10.6288488003,76.0948945243,1611773.71074,60.5348892212,1,5.0,guruvayur_ind
337,guwahati,Guwahati,India,ind,India,IND,Asia,South-Central Asia,26.0823291318,91.6306844914,26.2087417448,91.8580850577,26.1512074234,91.7552120468,1103543.44038,73.7103729248,1,5.5,guwahati_ind
338,gwalior,Gwalior,India,ind,India,IND,Asia,South-Central Asia,26.1665984325,78.1081019157,26.2846143079,78.2430368584,26.2244583494,78.1752904081,1525100.78072,41.4855041504,1,5.5,gwalior_ind
339,gwangju,Gwangju,South Korea,kor,South Korea,KOR,Asia,Eastern Asia,35.0940446358,126.741132057,35.2424710892,126.953140751,35.16423971,126.856815202,1469650.01593,97.0668029785,1,9.0,gwangju_kor
340,haikou,Haikou; Xiuying; Longhua; Qiongshan; Meilan,China,chn,China,CHN,Asia,Eastern Asia,19.9288961574,110.231246665,20.0862607725,110.425055068,20.0063821178,110.323440222,1591694.73983,84.784828186,1,8.0,haikou_chn
341,haiphong,Haiphong,Vietnam,vnm,Vietnam,VNM,Asia,South-Eastern Asia,20.7827074847,106.508650909,20.9736129313,106.774997306,20.8717663326,106.659610814,1051009.97162,104.894668579,1,7.0,haiphong_vnm
342,hamamatsu,Hamamatsu; Iwata,Japan,jpn,Japan,JPN,Asia,Eastern Asia,34.649372336,137.54498186,34.8497987614,137.89439629,34.7362805204,137.728565344,718870.10743,214.832839966,1,9.0,hamamatsu_jpn
343,hamburg,Hamburg,Germany,deu,Germany,DEU,Europe,Western Europe,53.4222086116,9.77007601792,53.7368423435,10.192711076,53.5741042691,9.99362226158,1596992.45101,301.453369141,1,1.0,hamburg_deu
344,hamedan,Hamedan,Iran,irn,Iran,IRN,Asia,South-Central Asia,34.7539197934,48.4451736881,34.8585171152,48.5772905048,34.8092920379,48.5172622428,598745.223358,28.0837802887,1,3.5,hamedan_irn
345,hamhung,Hamhung,North Korea,prk,North Korea,PRK,Asia,Eastern Asia,39.7997159466,127.482437699,39.9606472883,127.684203587,39.9095948447,127.532879171,745918.461222,27.5468864441,1,9.0,hamhung_prk
346,handan,Handan; Congtai; Fuxing; Hanshan,China,chn,China,CHN,Asia,Eastern Asia,36.5302650536,114.380461793,36.670914072,114.595920468,36.5998367408,114.487489812,1137997.12427,118.024795532,1,8.0,handan_chn
347,handia,Handia; Baraut,India,ind,India,IND,Asia,South-Central Asia,25.2997143224,82.1593336896,25.3753663717,82.3929886514,25.3388830303,82.2704374145,672497.312561,1.37961196899,2,5.5,handia_ind
348,hangzhou,Hangzhou; Shaoxing; Keqiao; Xiaoshan; Yuhang; Gongshu; 越城区; Binjiang; Jianggan; Xiacheng; Shangcheng; Xihu,China,chn,China,CHN,Asia,Eastern Asia,29.9499983091,119.953655119,30.4972135507,120.67082529,30.2228381681,120.316815843,7527414.36369,779.62701416,1,8.0,hangzhou_chn
349,hanoi,Hanoi; Từ Sơn,Vietnam,vnm,Vietnam,VNM,Asia,South-Eastern Asia,20.8407993684,105.680183263,21.2975350124,106.114244752,21.0371890507,105.857887816,5353038.29283,286.471008301,1,7.0,hanoi_vnm
350,hanover,Hanover,Germany,deu,Germany,DEU,Europe,Western Europe,52.2789775061,9.56734236919,52.4638834292,9.89880608481,52.3853824761,9.74923112572,599163.838432,140.222396851,1,1.0,hanover_deu
351,harare,Harare,Zimbabwe,zwe,Zimbabwe,ZWE,Africa,Eastern Africa,-17.954332922,30.8771772682,-17.7235716738,31.1835028273,-17.8356482429,31.0366914316,1934204.50426,195.707214355,1,2.0,harare_zwe
352,harbin,Harbin; 平房区; 香坊区; 南岗区; 道外区; 道里区,China,chn,China,CHN,Asia,Eastern Asia,45.5703025602,126.404225295,45.848125637,126.839927572,45.7179347864,126.644047303,4130656.78447,262.307525635,1,8.0,harbin_chn
353,hardoi,Hardoi,India,ind,India,IND,Asia,South-Central Asia,27.3657636357,80.1040479848,27.4165394523,80.1684834705,27.3923352106,80.1378137962,1185763.77173,5.01614379883,1,5.5,hardoi_ind
354,hargeisa,Hargeisa,Somalia,som,Somalia,SOM,Africa,Eastern Africa,9.51981897638,44.0210935648,9.5929986263,44.1022587242,9.55893771909,44.0646943965,792310.655556,16.666053772,1,3.0,hargeisa_som
355,haridwar,Haridwar,India,ind,India,IND,Asia,South-Central Asia,29.8902161393,78.0013838564,30.0097940782,78.2284915998,29.9394642743,78.1012138032,646075.69165,19.7067317963,1,5.5,haridwar_ind
356,havana,Havana,Cuba,cub,Cuba,CUB,Latin America and the Caribbean,Caribbean,22.9630567155,-82.4990183943,23.1801354762,-82.2037110275,23.0713861743,-82.3516559487,1839558.49309,171.31803894,1,-5.0,havana_cub
357,hefei,Hefei; Shushan; Baohe; Yaohai; Luyang; Feidong; Feixi,China,chn,China,CHN,Asia,Eastern Asia,31.6811551918,117.119426237,31.990939298,117.509082235,31.8367583226,117.279386216,3998646.6564,274.284332275,1,8.0,hefei_chn
358,hegang,Hegang; Dongshan,China,chn,China,CHN,Asia,Eastern Asia,47.2076948391,130.183293222,47.3855661706,130.355620901,47.3053997779,130.260791052,526931.299103,68.4016876221,1,8.0,hegang_chn
359,helsinki,Helsinki; Vantaa,Finland,fin,Finland,FIN,Europe,Northern Europe,60.1387048532,24.6843482071,60.3276025159,25.2100914447,60.2235868261,24.9369162531,907385.583757,117.050827026,1,2.0,helsinki_fin
360,hengyang,Hengyang; Yanfeng; Zhuhui; Zhengxiang,China,chn,China,CHN,Asia,Eastern Asia,26.8415931722,112.471875783,26.9936759921,112.680823242,26.9062239646,112.587065725,952975.661133,57.2722511292,1,8.0,hengyang_chn
